sale_id,product_id,store_id,quantity,price,timestamp
74,P022,S006,39,81.51,2025-05-11 11:16:00
75,P013,S002,37,1450.03,2025-05-12 15:20:00
76,P003,S001,57,2279.43,2025-05-13 17:36:00
77,P004,S001,67,10002.43,2025-05-14 11:32:00
78,P009,S002,43,162.97,2025-05-15 09:56:00
79,P008,S003,35,234.15,2025-05-16 10:28:00
80,P018,S006,37,1283.53,2025-05-17 17:51:00
81,P021,S005,0,0.00,2025-05-18 18:52:00
82,P018,S003,12,416.28,2025-05-19 10:16:00
83,P004,S001,69,10301.01,2025-05-20 10:17:00
84,P010,S005,25,197.25,2025-05-21 19:21:00
85,P007,S006,32,466.88,2025-05-01 16:31:00
86,P009,S001,10,37.90,2025-05-02 18:27:00
87,P009,S001,-1,-3.79,2025-05-03 13:49:00
88,P005,S006,32,6380.48,2025-05-04 10:47:00
89,P015,S005,53,656.67,2025-05-05 16:00:00
90,P004,S001,18,2687.22,2025-05-06 16:02:00
91,P012,S005,69,3387.21,2025-05-07 10:27:00
92,P005,S001,38,7576.82,2025-05-08 13:57:00
93,P002,S003,25,2479.75,2025-05-09 18:15:00
94,P022,S001,44,91.96,2025-05-10 16:56:00
95,P014,S005,18,1247.22,2025-05-11 11:55:00
96,P006,S002,51,636.99,2025-05-12 08:11:00
97,P011,S004,30,599.70,2025-05-13 12:10:00
98,P004,S004,3,447.87,2025-05-14 15:14:00
99,P007,S004,43,627.37,2025-05-15 12:52:00
100,P008,S002,2,13.38,2025-05-16 18:12:00
101,P013,S003,34,1332.46,2025-05-17 09:49:00
102,P009,S003,64,242.56,2025-05-18 14:43:00
103,P018,S003,2,69.38,2025-05-19 09:56:00
104,P009,S002,73,276.67,2025-05-20 12:02:00
105,P004,S005,54,8061.66,2025-05-21 13:46:00
106,P011,S004,76,1519.24,2025-05-01 16:07:00
107,P013,S005,23,901.37,2025-05-02 12:02:00
108,P014,S001,65,4503.85,2025-05-03 16:43:00
109,P022,S002,45,94.05,2025-05-04 14:04:00
110,P022,S003,39,81.51,2025-05-05 18:54:00
111,P004,S006,37,5523.73,2025-05-06 16:19:00
112,P022,S004,40,83.60,2025-05-07 14:44:00
113,P010,S005,15,118.35,2025-05-08 11:26:00
114,P022,S004,21,43.89,2025-05-09 17:36:00
115,P010,S004,69,544.41,2025-05-10 08:19:00
116,P010,S002,54,426.06,2025-05-11 17:38:00
117,P021,S003,58,289.42,2025-05-12 15:28:00
118,P022,S002,64,133.76,2025-05-13 15:50:00
119,P006,S006,9,112.41,2025-05-14 12:32:00
120,P022,S006,41,85.69,2025-05-15 09:52:00
121,P008,S006,38,254.22,2025-05-16 11:51:00
122,P007,S002,2,29.18,2025-05-17 08:15:00
123,P016,S005,8,235.92,2025-05-18 15:26:00
124,P021,S005,23,114.77,2025-05-19 19:44:00
125,P013,S004,50,1959.50,2025-05-20 11:09:00
126,P021,S006,-1,-4.99,2025-05-21 09:49:00
127,P014,S002,21,1455.09,2025-05-01 19:33:00
128,P015,S001,70,867.30,2025-05-02 11:58:00
129,P004,S004,16,2388.64,2025-05-03 15:42:00
130,P017,S005,75,719.25,2025-05-04 13:48:00
131,P015,S005,63,780.57,2025-05-05 14:53:00
132,P018,S004,19,659.11,2025-05-06 19:55:00
133,P016,S004,32,943.68,2025-05-07 11:53:00
134,P021,S003,65,324.35,2025-05-08 15:40:00
135,P008,S003,55,367.95,2025-05-09 09:45:00
136,P010,S002,33,260.37,2025-05-10 13:20:00
137,P018,S001,16,555.04,2025-05-11 10:14:00
138,P013,S006,18,705.42,2025-05-12 19:13:00
139,P003,S004,51,2039.49,2025-05-13 13:34:00
140,P015,S004,6,74.34,2025-05-14 11:53:00
141,P014,S004,73,5058.17,2025-05-15 19:01:00
142,P019,S004,60,1487.40,2025-05-16 08:22:00
143,P010,S004,52,410.28,2025-05-17 16:47:00
144,P018,S005,27,936.63,2025-05-18 15:14:00
145,P009,S004,61,231.19,2025-05-19 08:24:00
146,P011,S006,50,999.50,2025-05-20 19:10:00
147,P015,S002,67,830.13,2025-05-21 08:58:00
148,P013,S005,71,2782.49,2025-05-01 18:01:00
149,P003,S006,53,2119.47,2025-05-02 10:55:00
150,P015,S002,5,61.95,2025-05-03 12:24:00
151,P011,S002,57,1139.43,2025-05-04 13:21:00
152,P013,S003,52,2037.88,2025-05-05 12:53:00
153,P003,S004,1,39.99,2025-05-06 19:34:00
154,P002,S003,27,2678.13,2025-05-07 18:04:00
155,P021,S001,2,9.98,2025-05-08 11:12:00
156,P001,S005,18,1423.62,2025-05-09 11:08:00
157,P016,S006,13,383.37,2025-05-10 17:13:00
158,P015,S006,31,384.09,2025-05-11 13:10:00
159,P020,S005,13,193.57,2025-05-12 10:19:00
160,P004,S005,2,298.58,2025-05-13 12:36:00
161,P022,S004,49,102.41,2025-05-14 19:12:00
162,P003,S005,30,1199.70,2025-05-15 09:44:00
163,P010,S006,75,591.75,2025-05-16 09:50:00
164,P019,S001,43,1065.97,2025-05-17 16:27:00
165,P022,S003,7,14.63,2025-05-18 16:41:00
166,P011,S001,52,1039.48,2025-05-19 15:06:00
167,P014,S003,57,3949.53,2025-05-20 19:09:00
168,P014,S002,65,4503.85,2025-05-21 18:17:00
169,P020,S005,60,893.40,2025-05-01 15:27:00
170,P019,S003,40,991.60,2025-05-02 11:53:00
171,P003,S003,56,2239.44,2025-05-03 11:48:00
172,P015,S005,77,954.03,2025-05-04 18:24:00
173,P011,S001,62,1239.38,2025-05-05 13:11:00
174,P016,S002,44,1297.56,2025-05-06 12:21:00
175,P009,S005,34,128.86,2025-05-07 16:00:00
176,P017,S002,9,86.31,2025-05-08 11:46:00
177,P014,S004,70,4850.30,2025-05-09 11:44:00
178,P016,S006,61,1798.89,2025-05-10 15:50:00
179,P001,S001,36,2847.24,2025-05-11 11:25:00
180,P008,S003,73,488.37,2025-05-12 13:30:00
181,P018,S005,43,1491.67,2025-05-13 14:47:00
182,P018,S003,44,1526.36,2025-05-14 19:29:00
183,P009,S003,31,117.49,2025-05-15 11:07:00
184,P007,S003,14,204.26,2025-05-16 19:34:00
185,P006,S002,26,324.74,2025-05-17 19:30:00
186,P009,S006,74,280.46,2025-05-18 16:38:00
187,P010,S001,23,181.47,2025-05-19 12:14:00
188,P012,S002,37,1816.33,2025-05-20 08:45:00
189,P018,S002,34,1179.46,2025-05-21 08:03:00
190,P018,S003,15,520.35,2025-05-01 18:55:00
191,P016,S001,0,0.00,2025-05-02 17:18:00
192,P016,S004,55,1621.95,2025-05-03 13:11:00
193,P002,S003,60,5951.40,2025-05-04 09:52:00
194,P003,S004,61,2439.39,2025-05-05 09:36:00
195,P021,S006,5,24.95,2025-05-06 10:09:00
196,P019,S003,9,223.11,2025-05-07 11:07:00
197,P018,S004,76,2636.44,2025-05-08 17:50:00
198,P020,S002,65,967.85,2025-05-09 14:28:00
199,P015,S003,74,916.86,2025-05-10 14:19:00
200,P019,S005,6,148.74,2025-05-11 17:47:00
201,P004,S002,26,3881.54,2025-05-12 12:42:00
202,P003,S002,29,1159.71,2025-05-13 10:35:00
203,P003,S002,-1,-39.99,2025-05-14 14:28:00
204,P020,S004,36,536.04,2025-05-15 08:14:00
205,P010,S006,35,276.15,2025-05-16 19:55:00
206,P015,S001,28,346.92,2025-05-17 12:50:00
207,P021,S005,24,119.76,2025-05-18 14:07:00
208,P018,S002,18,624.42,2025-05-19 12:52:00
209,P005,S001,6,1196.34,2025-05-20 10:50:00
210,P010,S005,71,560.19,2025-05-21 12:28:00
211,P004,S004,37,5523.73,2025-05-01 19:25:00
212,P009,S005,68,257.72,2025-05-02 15:28:00
213,P003,S005,4,159.96,2025-05-03 14:47:00
214,P011,S005,31,619.69,2025-05-04 08:05:00
215,P008,S006,72,481.68,2025-05-05 17:01:00
216,P022,S003,72,150.48,2025-05-06 08:48:00
217,P006,S004,65,811.85,2025-05-07 18:28:00
218,P009,S002,73,276.67,2025-05-08 14:40:00
219,P016,S001,59,1739.91,2025-05-09 13:26:00
220,P011,S003,12,239.88,2025-05-10 10:21:00
221,P014,S006,62,4295.98,2025-05-11 12:42:00
222,P013,S005,3,117.57,2025-05-12 15:05:00
223,P011,S003,40,799.60,2025-05-13 09:49:00
224,P013,S005,-1,-39.19,2025-05-14 18:55:00
225,P018,S004,51,1769.19,2025-05-15 08:12:00
226,P017,S003,62,594.58,2025-05-16 18:28:00
227,P002,S002,33,3273.27,2025-05-17 16:08:00
228,P010,S004,61,481.29,2025-05-18 09:01:00
229,P021,S005,29,144.71,2025-05-19 19:10:00
230,P010,S005,0,0.00,2025-05-20 16:26:00
231,P003,S002,13,519.87,2025-05-21 15:07:00
232,P021,S002,62,309.38,2025-05-01 19:18:00
233,P017,S006,33,316.47,2025-05-02 14:53:00
234,P016,S004,30,884.70,2025-05-03 15:35:00
235,P005,S004,23,4585.97,2025-05-04 17:32:00
236,P005,S001,34,6779.26,2025-05-05 14:21:00
237,P017,S003,-1,-9.59,2025-05-06 12:46:00
238,P010,S005,73,575.97,2025-05-07 18:31:00
239,P005,S004,67,13359.13,2025-05-08 15:22:00
240,P011,S005,68,1359.32,2025-05-09 14:29:00
241,P011,S002,29,579.71,2025-05-10 17:24:00
242,P008,S004,4,26.76,2025-05-11 13:47:00
243,P016,S006,47,1386.03,2025-05-12 14:42:00
244,P021,S002,62,309.38,2025-05-13 08:08:00
245,P017,S005,41,393.19,2025-05-14 09:55:00
246,P015,S001,66,817.74,2025-05-15 15:00:00
247,P005,S004,18,3589.02,2025-05-16 09:30:00
248,P009,S003,49,185.71,2025-05-17 18:05:00
249,P011,S006,67,1339.33,2025-05-18 14:20:00
250,P021,S006,61,304.39,2025-05-19 16:02:00
251,P020,S001,29,431.81,2025-05-20 18:43:00
252,P010,S002,10,78.90,2025-05-21 14:06:00
253,P021,S006,11,54.89,2025-05-01 15:10:00
254,P010,S001,4,31.56,2025-05-02 13:50:00
255,P002,S003,44,4364.36,2025-05-03 13:27:00
256,P005,S002,66,13159.74,2025-05-04 14:36:00
257,P022,S002,20,41.80,2025-05-05 10:05:00
258,P020,S004,29,431.81,2025-05-06 15:58:00
259,P019,S002,28,694.12,2025-05-07 15:40:00
260,P009,S004,31,117.49,2025-05-08 18:00:00
261,P015,S003,68,842.52,2025-05-09 10:04:00
262,P015,S003,74,916.86,2025-05-10 12:40:00
263,P014,S006,31,2147.99,2025-05-11 15:54:00
264,P010,S002,48,378.72,2025-05-12 15:06:00
265,P008,S004,72,481.68,2025-05-13 13:36:00
266,P010,S006,36,284.04,2025-05-14 08:53:00
267,P022,S004,34,71.06,2025-05-15 08:36:00
268,P022,S006,5,10.45,2025-05-16 17:47:00
269,P016,S003,28,825.72,2025-05-17 17:51:00
270,P012,S002,23,1129.07,2025-05-18 17:16:00
271,P022,S006,16,33.44,2025-05-19 18:06:00
272,P021,S006,4,19.96,2025-05-20 12:50:00
273,P015,S001,73,904.47,2025-05-21 13:46:00
274,P005,S001,36,7178.04,2025-05-01 13:47:00
275,P014,S002,24,1662.96,2025-05-02 10:50:00
276,P018,S003,66,2289.54,2025-05-03 16:58:00
277,P009,S002,31,117.49,2025-05-04 15:51:00
278,P010,S006,42,331.38,2025-05-05 09:29:00
279,P003,S002,27,1079.73,2025-05-06 18:46:00
280,P022,S004,70,146.30,2025-05-07 13:05:00
281,P013,S001,32,1254.08,2025-05-08 16:07:00
282,P015,S003,32,396.48,2025-05-09 17:24:00
283,P021,S003,12,59.88,2025-05-10 18:14:00
284,P016,S001,70,2064.30,2025-05-11 13:58:00
285,P020,S002,7,104.23,2025-05-12 18:52:00
286,P015,S006,37,458.43,2025-05-13 18:26:00
287,P004,S002,4,597.16,2025-05-14 08:19:00
288,P016,S001,11,324.39,2025-05-15 11:56:00
289,P018,S002,48,1665.12,2025-05-16 15:23:00
290,P022,S006,68,142.12,2025-05-17 14:37:00
291,P005,S004,11,2193.29,2025-05-18 15:39:00
292,P014,S003,3,207.87,2025-05-19 19:23:00
293,P007,S004,55,802.45,2025-05-20 11:54:00
294,P012,S001,46,2258.14,2025-05-21 16:57:00
295,P021,S003,6,29.94,2025-05-01 14:17:00
296,P007,S001,57,831.63,2025-05-02 09:42:00
297,P007,S006,75,1094.25,2025-05-03 08:03:00
298,P011,S002,15,299.85,2025-05-04 17:13:00
299,P003,S005,25,999.75,2025-05-05 17:13:00
300,P008,S003,17,113.73,2025-05-06 17:00:00
301,P009,S002,15,56.85,2025-05-07 16:16:00
302,P006,S001,2,24.98,2025-05-08 10:00:00
303,P012,S002,74,3632.66,2025-05-09 13:01:00
304,P006,S003,5,62.45,2025-05-10 10:47:00
305,P014,S005,13,900.77,2025-05-11 19:04:00
306,P016,S004,45,1327.05,2025-05-12 16:37:00
307,P004,S004,63,9405.27,2025-05-13 11:39:00
308,P002,S006,65,6447.35,2025-05-14 12:29:00
309,P021,S001,6,29.94,2025-05-15 15:54:00
310,P013,S004,12,470.28,2025-05-16 15:45:00
311,P015,S001,9,111.51,2025-05-17 13:38:00
312,P005,S001,15,2990.85,2025-05-18 12:39:00
313,P021,S005,69,344.31,2025-05-19 19:20:00
314,P013,S005,66,2586.54,2025-05-20 12:29:00
315,P017,S005,54,517.86,2025-05-21 09:50:00
316,P004,S006,69,10301.01,2025-05-01 19:55:00
317,P007,S004,56,817.04,2025-05-02 11:26:00
318,P011,S004,50,999.50,2025-05-03 14:46:00
319,P004,S003,53,7912.37,2025-05-04 13:42:00
320,P009,S003,18,68.22,2025-05-05 18:59:00
321,P016,S001,10,294.90,2025-05-06 09:05:00
322,P014,S001,46,3187.34,2025-05-07 10:35:00
323,P002,S005,70,6943.30,2025-05-08 16:21:00
324,P022,S001,51,106.59,2025-05-09 13:55:00
325,P022,S004,5,10.45,2025-05-10 12:38:00
326,P010,S003,12,94.68,2025-05-11 17:32:00
327,P007,S002,60,875.40,2025-05-12 11:54:00
328,P004,S003,70,10450.30,2025-05-13 13:07:00
329,P009,S005,27,102.33,2025-05-14 14:54:00
330,P018,S005,77,2671.13,2025-05-15 18:41:00
331,P018,S001,76,2636.44,2025-05-16 18:53:00
332,P009,S001,22,83.38,2025-05-17 12:44:00
333,P010,S003,43,339.27,2025-05-18 08:11:00
334,P005,S005,50,9969.50,2025-05-19 09:09:00
335,P021,S001,10,49.90,2025-05-20 19:33:00
336,P007,S004,52,758.68,2025-05-21 15:21:00
337,P006,S003,38,474.62,2025-05-01 19:20:00
338,P019,S005,9,223.11,2025-05-02 08:09:00
339,P006,S005,5,62.45,2025-05-03 18:05:00
340,P009,S004,53,200.87,2025-05-04 15:38:00
341,P015,S004,33,408.87,2025-05-05 11:48:00
342,P017,S001,43,412.37,2025-05-06 14:07:00
343,P010,S006,74,583.86,2025-05-07 15:33:00
344,P022,S003,4,8.36,2025-05-08 11:25:00
345,P020,S001,-1,-14.89,2025-05-09 11:19:00
346,P007,S002,31,452.29,2025-05-10 12:20:00
347,P004,S001,62,9255.98,2025-05-11 19:27:00
348,P006,S002,47,587.03,2025-05-12 16:45:00
349,P008,S005,70,468.30,2025-05-13 18:51:00
350,P012,S001,49,2405.41,2025-05-14 19:02:00
351,P014,S001,57,3949.53,2025-05-15 09:55:00
352,P011,S005,53,1059.47,2025-05-16 17:25:00
353,P021,S004,36,179.64,2025-05-17 09:25:00
354,P001,S003,20,1581.80,2025-05-18 17:29:00
355,P012,S001,54,2650.86,2025-05-19 09:15:00
356,P014,S005,50,3464.50,2025-05-20 16:05:00
357,P013,S003,42,1645.98,2025-05-21 11:21:00
358,P006,S001,64,799.36,2025-05-01 18:07:00
359,P017,S005,23,220.57,2025-05-02 13:22:00
360,P021,S002,29,144.71,2025-05-03 09:09:00
361,P009,S002,21,79.59,2025-05-04 17:09:00
362,P021,S001,21,104.79,2025-05-05 18:31:00
363,P015,S005,73,904.47,2025-05-06 15:43:00
364,P019,S006,40,991.60,2025-05-07 18:20:00
365,P005,S004,7,1395.73,2025-05-08 15:28:00
366,P021,S003,34,169.66,2025-05-09 17:03:00
367,P012,S005,8,392.72,2025-05-10 12:29:00
368,P015,S001,6,74.34,2025-05-11 13:53:00
369,P010,S001,10,78.90,2025-05-12 17:38:00
370,P017,S004,58,556.22,2025-05-13 17:35:00
371,P002,S004,72,7141.68,2025-05-14 18:12:00
372,P011,S005,59,1179.41,2025-05-15 16:09:00
373,P002,S004,12,1190.28,2025-05-16 13:45:00
374,P003,S005,21,839.79,2025-05-17 08:15:00
375,P015,S004,66,817.74,2025-05-18 16:39:00
376,P006,S003,46,574.54,2025-05-19 12:24:00
377,P014,S003,75,5196.75,2025-05-20 08:50:00
378,P021,S006,41,204.59,2025-05-21 09:21:00
379,P004,S005,48,7165.92,2025-05-01 12:16:00
380,P022,S005,18,37.62,2025-05-02 13:05:00
381,P019,S006,17,421.43,2025-05-03 13:19:00
382,P021,S006,49,244.51,2025-05-04 10:38:00
383,P003,S003,70,2799.30,2025-05-05 14:41:00
384,P011,S002,66,1319.34,2025-05-06 09:41:00
385,P022,S004,64,133.76,2025-05-07 13:01:00
386,P012,S003,22,1079.98,2025-05-08 11:21:00
387,P016,S002,27,796.23,2025-05-09 10:09:00
388,P003,S003,11,439.89,2025-05-10 16:49:00
389,P018,S006,66,2289.54,2025-05-11 08:42:00
390,P011,S005,15,299.85,2025-05-12 17:24:00
391,P005,S002,22,4386.58,2025-05-13 19:49:00
392,P020,S002,55,818.95,2025-05-14 08:26:00
393,P012,S006,29,1423.61,2025-05-15 15:39:00
394,P010,S006,56,441.84,2025-05-16 11:34:00
395,P008,S003,59,394.71,2025-05-17 11:23:00
396,P022,S005,55,114.95,2025-05-18 15:49:00
397,P010,S004,63,497.07,2025-05-19 16:26:00
398,P006,S002,76,949.24,2025-05-20 10:55:00
399,P009,S001,60,227.40,2025-05-21 13:35:00
400,P004,S006,65,9703.85,2025-05-01 09:18:00
401,P003,S002,33,1319.67,2025-05-02 15:57:00
402,P017,S002,54,517.86,2025-05-03 09:58:00
403,P008,S004,43,287.67,2025-05-04 08:26:00
404,P002,S004,63,6248.97,2025-05-05 13:15:00
405,P013,S001,46,1802.74,2025-05-06 11:01:00
406,P011,S001,41,819.59,2025-05-07 10:08:00
407,P002,S003,59,5852.21,2025-05-08 19:53:00
408,P005,S006,59,11764.01,2025-05-09 15:39:00
409,P001,S001,1,79.09,2025-05-10 12:13:00
410,P005,S005,76,15153.64,2025-05-11 16:27:00
411,P004,S003,29,4329.41,2025-05-12 12:07:00
412,P002,S002,52,5157.88,2025-05-13 18:50:00
413,P020,S004,7,104.23,2025-05-14 09:53:00
414,P016,S005,67,1975.83,2025-05-15 08:40:00
415,P017,S005,29,278.11,2025-05-16 19:09:00
416,P010,S004,-1,-7.89,2025-05-17 17:22:00
417,P008,S005,52,347.88,2025-05-18 10:42:00
418,P022,S001,66,137.94,2025-05-19 13:04:00
419,P017,S005,63,604.17,2025-05-20 16:35:00
420,P001,S004,59,4666.31,2025-05-21 08:40:00
421,P013,S003,31,1214.89,2025-05-01 19:01:00
422,P012,S001,43,2110.87,2025-05-02 11:46:00
423,P022,S006,12,25.08,2025-05-03 17:47:00
424,P011,S002,4,79.96,2025-05-04 13:34:00
425,P011,S006,21,419.79,2025-05-05 18:29:00
426,P016,S006,22,648.78,2025-05-06 10:04:00
427,P015,S001,36,446.04,2025-05-07 11:02:00
428,P007,S001,39,569.01,2025-05-08 12:32:00
429,P013,S005,59,2312.21,2025-05-09 12:02:00
430,P021,S002,35,174.65,2025-05-10 13:55:00
431,P002,S006,41,4066.79,2025-05-11 12:07:00
432,P012,S004,50,2454.50,2025-05-12 19:28:00
433,P013,S003,22,862.18,2025-05-13 15:44:00
434,P016,S003,65,1916.85,2025-05-14 12:51:00
435,P003,S006,53,2119.47,2025-05-15 09:27:00
436,P020,S002,68,1012.52,2025-05-16 12:20:00
437,P004,S001,40,5971.60,2025-05-17 18:18:00
438,P010,S004,76,599.64,2025-05-18 19:27:00
439,P006,S006,55,686.95,2025-05-19 13:28:00
440,P002,S006,44,4364.36,2025-05-20 17:27:00
441,P009,S006,6,22.74,2025-05-21 09:42:00
442,P021,S004,45,224.55,2025-05-01 16:51:00
443,P022,S002,2,4.18,2025-05-02 10:54:00
444,P020,S006,55,818.95,2025-05-03 08:08:00
445,P003,S002,45,1799.55,2025-05-04 13:24:00
446,P019,S001,76,1884.04,2025-05-05 10:43:00
447,P015,S003,46,569.94,2025-05-06 15:48:00
448,P003,S005,16,639.84,2025-05-07 16:23:00
449,P013,S003,34,1332.46,2025-05-08 11:07:00
450,P001,S006,22,1739.98,2025-05-09 15:33:00
451,P013,S005,14,548.66,2025-05-10 12:49:00
452,P009,S006,56,212.24,2025-05-11 11:39:00
453,P010,S006,61,481.29,2025-05-12 11:07:00
454,P005,S001,56,11165.84,2025-05-13 10:57:00
455,P015,S001,39,483.21,2025-05-14 18:22:00
456,P003,S005,68,2719.32,2025-05-15 12:57:00
457,P010,S002,21,165.69,2025-05-16 13:32:00
458,P008,S001,24,160.56,2025-05-17 10:15:00
459,P016,S001,45,1327.05,2025-05-18 16:36:00
460,P012,S004,69,3387.21,2025-05-19 10:39:00
461,P003,S001,38,1519.62,2025-05-20 14:45:00
462,P016,S005,51,1503.99,2025-05-21 14:52:00
463,P019,S001,15,371.85,2025-05-01 13:41:00
464,P003,S004,58,2319.42,2025-05-02 18:33:00
465,P012,S002,69,3387.21,2025-05-03 18:37:00
466,P006,S002,54,674.46,2025-05-04 16:58:00
467,P002,S001,65,6447.35,2025-05-05 10:19:00
468,P006,S002,40,499.60,2025-05-06 19:14:00
469,P012,S005,35,1718.15,2025-05-07 09:16:00
470,P007,S006,69,1006.71,2025-05-08 12:08:00
471,P021,S003,77,384.23,2025-05-09 16:05:00
472,P017,S006,20,191.80,2025-05-10 17:37:00
473,P005,S002,76,15153.64,2025-05-11 13:53:00
474,P019,S001,2,49.58,2025-05-12 09:02:00
475,P021,S005,32,159.68,2025-05-13 18:13:00
476,P019,S004,2,49.58,2025-05-14 15:56:00
477,P021,S005,36,179.64,2025-05-15 18:19:00
478,P016,S002,50,1474.50,2025-05-16 12:29:00
479,P003,S006,6,239.94,2025-05-17 10:28:00
480,P014,S004,58,4018.82,2025-05-18 11:21:00
481,P020,S002,39,580.71,2025-05-19 19:20:00
482,P012,S004,15,736.35,2025-05-20 13:32:00
483,P018,S001,39,1352.91,2025-05-21 11:29:00
484,P004,S003,56,8360.24,2025-05-01 11:09:00
485,P004,S001,36,5374.44,2025-05-02 14:55:00
486,P020,S004,30,446.70,2025-05-03 10:52:00
487,P011,S005,39,779.61,2025-05-04 11:48:00
488,P006,S004,64,799.36,2025-05-05 15:31:00
489,P010,S004,1,7.89,2025-05-06 09:25:00
490,P017,S004,29,278.11,2025-05-07 11:37:00
491,P012,S001,5,245.45,2025-05-08 12:31:00
492,P020,S006,59,878.51,2025-05-09 12:34:00
493,P001,S001,54,4270.86,2025-05-10 10:56:00
494,P009,S006,45,170.55,2025-05-11 14:23:00
495,P002,S004,5,495.95,2025-05-12 17:35:00
496,P007,S003,69,1006.71,2025-05-13 12:04:00
497,P013,S005,56,2194.64,2025-05-14 16:17:00
498,P020,S006,77,1146.53,2025-05-15 09:08:00
499,P004,S004,46,6867.34,2025-05-16 13:35:00
500,P012,S002,24,1178.16,2025-05-17 17:32:00
501,P013,S005,4,156.76,2025-05-18 08:02:00
502,P005,S006,41,8174.99,2025-05-19 15:33:00
503,P015,S002,76,941.64,2025-05-20 16:08:00
504,P011,S005,39,779.61,2025-05-21 10:25:00
505,P020,S006,37,550.93,2025-05-01 17:21:00
506,P017,S005,67,642.53,2025-05-02 15:45:00
507,P019,S003,59,1462.61,2025-05-03 08:23:00
508,P011,S006,13,259.87,2025-05-04 14:37:00
509,P010,S006,2,15.78,2025-05-05 17:30:00
